date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:02:37	16457/16457	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20May%202024%2020:02:36%20GMT	https://www.classroom.it.com/robots.txt		(from )
16:02:37	151875/151875	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20May%202024%2020:02:36%20GMT	https://www.classroom.it.com/	C:/My%20Web%20Sites/sigma/www.classroom.it.com/index.html	(from )
16:02:37	297036/297036	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jun%202023%2004:48:00%20GMT	https://ssl.gstatic.com/atari/images/simple-header-blended-small.png	C:/My%20Web%20Sites/sigma/ssl.gstatic.com/atari/images/simple-header-blended-small.png	(from https://www.classroom.it.com/)
16:02:37	15101/15101	---M--	200	added ('OK')	text/javascript	etag:%223767fe962befa4de%22	https://apis.google.com/js/client.js?onload=gapiLoaded	C:/My%20Web%20Sites/sigma/apis.google.com/js/clientc932.js	(from https://www.classroom.it.com/)
16:02:38	151885/151885	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20May%202024%2020:02:37%20GMT	https://www.classroom.it.com/home	C:/My%20Web%20Sites/sigma/www.classroom.it.com/home.html	(from https://www.classroom.it.com/)
16:02:38	128741/128741	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20May%202024%2020:02:37%20GMT	https://www.classroom.it.com/home/report-a-problem-or-request-a-game	C:/My%20Web%20Sites/sigma/www.classroom.it.com/home/report-a-problem-or-request-a-game.html	(from https://www.classroom.it.com/)
16:02:38	154053/154053	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20May%202024%2020:02:37%20GMT	https://www.classroom.it.com/home/popular-games	C:/My%20Web%20Sites/sigma/www.classroom.it.com/home/popular-games.html	(from https://www.classroom.it.com/)
16:02:39	136497/136497	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20May%202024%2020:02:38%20GMT	https://www.classroom.it.com/home/tos	C:/My%20Web%20Sites/sigma/www.classroom.it.com/home/tos.html	(from https://www.classroom.it.com/)
16:02:39	130373/130373	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20May%202024%2020:02:38%20GMT	https://www.classroom.it.com/home/this-site-knows-everything	C:/My%20Web%20Sites/sigma/www.classroom.it.com/home/this-site-knows-everything.html	(from https://www.classroom.it.com/)
16:02:39	132125/132125	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20May%202024%2020:02:38%20GMT	https://www.classroom.it.com/home/partners	C:/My%20Web%20Sites/sigma/www.classroom.it.com/home/partners.html	(from https://www.classroom.it.com/)
16:02:40	135311/135311	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20May%202024%2020:02:39%20GMT	https://www.classroom.it.com/home/anonymous-mode	C:/My%20Web%20Sites/sigma/www.classroom.it.com/home/anonymous-mode.html	(from https://www.classroom.it.com/)
16:02:40	137545/137545	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20May%202024%2020:02:39%20GMT	https://www.classroom.it.com/tools/teacher-watch	C:/My%20Web%20Sites/sigma/www.classroom.it.com/tools/teacher-watch.html	(from https://www.classroom.it.com/)
